dim;dataset_size;refinement_steps;total_duration_generate_b;avr_gflops_generate_b;total_duration_density;avr_gflops_density;density_iterations;avr_density_duration_per_iteration
4;500000;0;0.557603;1469.17;2.13616;1166.19;10.0;0.21361599999999997
5;500000;0;0.618565;1642.22;1.85439;1167.35;7.0;0.2649128571428571
6;500000;0;0.667665;1815.93;1.58109;1168.11;5.0;0.316218
7;500000;0;0.730906;1927.81;1.47104;1167.9;4.0;0.36776
8;500000;0;0.788452;2036.47;1.67343;1170.39;4.0;0.4183575
9;500000;0;0.811243;2221.61;1.40954;1170.11;3.0;0.4698466666666667
10;500000;0;0.901266;2217.86;1.55614;1175.81;3.0;0.5187133333333334
11;500000;0;0.952149;2305.83;1.71488;1172.16;3.0;0.5716266666666666
12;500000;0;0.987085;2423.4;1.86825;1172.49;3.0;0.62275
13;500000;0;1.06615;2428.1;2.16511;1095.05;3.0;0.7217033333333333
14;500000;0;1.04013;2677.86;1.44599;1176.26;2.0;0.722995
15;500000;0;1.09815;2715.42;1.67625;1086.43;2.0;0.838125
16;500000;0;1.18132;2690.67;1.65751;1171.26;2.0;0.828755
17;500000;0;1.24121;2719.25;1.90302;1083.35;2.0;0.95151
18;500000;0;1.2898;2769.24;1.87696;1162.47;2.0;0.93848
19;500000;0;1.32865;2836.24;2.09789;1097.38;2.0;1.048945
20;500000;0;1.39141;2849.63;2.0636;1173.89;2.0;1.0318
21;500000;0;1.43162;2906.91;2.36904;1073.3;2.0;1.18452
22;500000;0;1.49881;2907.78;2.45381;1085.24;2.0;1.226905
23;500000;0;1.55934;2920.98;2.56879;1083.47;2.0;1.284395
24;500000;0;1.62731;2919.81;2.66663;1088.82;2.0;1.333315
25;500000;0;1.68408;2938.12;2.6933;1122.69;2.0;1.34665
26;500000;0;1.74557;2947.26;2.75125;1142.76;2.0;1.375625
27;500000;0;1.78147;2998.24;2.90936;1121.99;2.0;1.45468
28;500000;0;1.82028;3042.32;2.81902;1200.61;2.0;1.40951
29;500000;0;1.8776;3054.16;2.90511;1206.42;2.0;1.452555
30;500000;0;1.9448;3049.72;2.99222;1211.5;2.0;1.49611
31;500000;0;1.75857;3484.48;3.12264;1199.41;2.0;1.56132
